==PROF== Connected to process 3072951 (/home/houhw/MPS/gemm)
==PROF== Disconnected from process 3072951
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","cycle/second","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","cycle/second","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","Memory Throughput","%","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Throughput","%","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","Duration","nsecond","111,373,376",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","L2 Cache Throughput","%","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","SM Active Cycles","cycle","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","nan",
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","SpeedOfLight","","","","SOLBottleneck","INF","The kernel is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing workloads in the Memory Workload Analysis section.","",""
"0","3072951","gemm","127.0.0.1","gemmKernel(float *, float *, float *, int, int, int, float, float)","1","7","(16, 16, 1)","(256, 256, 1)","0","8.6","Launch Statistics","Block Size","","256",
